meta_title;meta_min_months;meta_max_months;meta_description;week;week_title;week_description;gamification_welcome_title;gamification_welcome_message;gamification_badge_name;gamification_badge_description;gamification_progress_message;gamification_weekly_challenge_title;gamification_weekly_challenge_description;gamification_tips;gamification_closing_message_title;gamification_closing_message_message;gamification_registro_afetivo_question;gamification_registro_afetivo_options;gamification_personalized_message_title;gamification_personalized_message_message;domain_name;domain_question;domain_importance;domain_feedback_1;domain_feedback_2;domain_feedback_3;domain_activities;domain_alert_missing
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;cognitive;Seu bebê olha para brinquedos coloridos por vários segundos?;Olhar por mais tempo mostra que a atenção e concentração estão crescendo!;👀 Perfeito! A atenção dele está se desenvolvendo!;🎨 Continue oferecendo objetos coloridos e interessantes.;💡 Use brinquedos maiores e mais chamativos.;Mostre brinquedos coloridos a uma distância do braço|Use objetos que fazem barulho suave|Mova os brinquedos devagar para ele acompanhar;Se o bebê não se interessar por nada visual, procure orientação médica.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;sensory;Seu bebê abre e fecha as mãos e às vezes segura objetos?;Abrir e fechar as mãos mostra que ele está aprendendo a controlar os movimentos!;✋ Incrível! Ele está aprendendo a usar as mãozinhas!;👐 Continue oferecendo objetos macios para ele tocar.;🤲 Coloque objetos leves nas mãos dele para estimular.;Coloque objetos macios e leves nas mãos dele|Faça carinho nas palmas das mãos|Use chocalhos leves que ele possa segurar;Se o bebê nunca abrir as mãos ou sempre mantê-las fechadas, fale com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;communication;Seu bebê 'responde' quando você conversa, fazendo sons de volta?;Responder com sons mostra que ele entende que vocês estão conversando!;🗣️ Que lindo! Vocês estão tendo conversas de verdade!;💬 Continue conversando e esperando as respostas dele.;😊 Seja paciente. Ele está aprendendo a se comunicar.;Converse e faça pausas para ele 'responder'|Imite os sons que ele faz|Use diferentes tons de voz para estimular;Se o bebê nunca responder com sons às conversas, converse com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;social_emotional;Seu bebê parece ficar feliz quando você chega perto ou fala com ele?;Ficar feliz com você mostra que ele reconhece e ama sua presença!;💕 Que conexão linda! Ele fica feliz em te ver!;😊 Continue se aproximando com carinho e conversando.;🤗 Cada bebê demonstra alegria de jeitos diferentes.;Chegue perto sorrindo e conversando|Faça caretas alegres quando se aproximar|Use vozes carinhosas e animadas;Se o bebê nunca demonstrar alegria ou interesse por você, observe mais e converse com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;nutrition;Seu bebê está ganhando peso e crescendo bem?;Ganhar peso e crescer mostra que a alimentação está funcionando perfeitamente!;📈 Perfeito! Ele está crescendo saudável e forte!;⚖️ Continue com a alimentação regular.;🍼 Se não estiver ganhando peso, converse com o pediatra.;Continue oferecendo o peito ou mamadeira regularmente|Observe se ele está satisfeito após as mamadas|Anote o peso nas consultas médicas;Se o bebê não ganhar peso ou parecer não crescer, procure o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;baby_health;Seu bebê tem momentos mais claros de estar acordado e alerta?;Ter períodos alerta mostra que o desenvolvimento neurológico está indo bem!;⏰ Ótimo! Ele está mais esperto e curioso!;😴 Continue estimulando quando ele estiver acordado.;👶 Aproveite os momentos alerta para interagir.;Brinque e converse nos momentos em que estiver alerta|Mostre coisas interessantes durante esses períodos|Mude ele de posição para ver o ambiente;Se o bebê nunca ficar alerta ou sempre parecer sonolento, procure orientação.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;maternal_self_care;Você está conseguindo encontrar alguns momentos para si mesma?;Ter momentos para você é essencial para ser uma mãe/cuidadora feliz e saudável!;⭐ Muito bem! Cuidar de você é cuidar do bebê também!;🕐 Continue tentando reservar pequenos momentos.;💝 Lembre-se: você também precisa de cuidados!;Reserve 10-15 minutos por dia só para você|Faça algo que te dá prazer (ler, ouvir música, etc.)|Peça ajuda para ter momentos de descanso;Se você não conseguir nenhum momento para si, peça ajuda urgente.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;6;Semana 6 - Movimentos e Sons! 🤸💬;Mais movimento, mais sons e interações cada vez melhores;Sexta semana de puro amor! 💖;Seu bebê está cada vez mais ativo! Agora ele se mexe mais e faz mais sons!;Pequeno Comunicador 🗣️🏆;Vocês estão se comunicando cada vez melhor!;Semana 2 de 4 - A personalidade dele está aparecendo!;Desafio da Semana: Brincar de Espelho 🪞;Mostre o bebê no espelho e veja como ele reage ao próprio reflexo!;Ele pode começar a segurar objetos por alguns segundos|Os sons estão ficando mais variados|Ele pode tentar 'conversar' quando você fala;Cada dia uma novidade! 🌈;Seu bebê está crescendo tão rápido! Continue aproveitando cada momento especial!;O que mais te emociona no desenvolvimento do seu bebê?;Os sorrisos dele 😊|Quando ele me 'escuta' 👂|Ver ele crescendo forte 💪|Nossa conexão especial 💕;Você é incrível:;Seu amor e dedicação estão ajudando seu bebê a se desenvolver de forma maravilhosa!;maternal_health;Você está se sentindo bem emocionalmente na maioria dos dias?;Sentir-se bem emocionalmente é fundamental para você e para o bebê!;😊 Que bom! Você está lidando bem com essa nova fase!;🌈 É normal ter altos e baixos. Continue se cuidando.;💕 Se estiver triste demais, procure conversar com alguém.;Converse sobre seus sentimentos com pessoas queridas|Faça atividades que te deixam feliz|Saia um pouco de casa quando possível;Se você se sentir muito triste na maior parte do tempo, procure ajuda profissional.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;motor;Seu bebê tenta alcançar objetos com as mãos, mesmo que não consiga pegar?;Tentar alcançar objetos mostra que ele está conectando o que vê com o movimento!;🎯 Incrível! Ele está aprendendo a coordenar olho e mão!;👐 Continue oferecendo objetos interessantes perto dele.;🤲 Coloque brinquedos onde ele possa tentar alcançar.;Coloque brinquedos coloridos perto das mãos dele|Mova objetos lentamente para ele tentar pegar|Deixe objetos pendurados no berço para ele tentar alcançar;Se o bebê nunca tentar alcançar nada ou não mover os braços, fale com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;cognitive;Seu bebê parece reconhecer pessoas familiares (sorri ou fica mais calmo)?;Reconhecer pessoas mostra que a memória e reconhecimento estão se desenvolvendo!;👨‍👩‍👧‍👦 Que lindo! Ele já conhece a família!;😊 Continue apresentando as pessoas queridas regularmente.;👶 Cada bebê demora um tempo diferente para reconhecer.;Deixe familiares conversarem com ele regularmente|Fale o nome das pessoas quando chegarem|Observe as diferentes reações para cada pessoa;Se o bebê não reagir diferente para ninguém, continue observando e estimulando.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;sensory;Seu bebê reage a diferentes texturas quando toca (macio, áspero, liso)?;Reagir a texturas mostra que o tato está se desenvolvendo e ele está aprendendo sobre o mundo!;✋ Perfeito! Ele está descobrindo o mundo através do toque!;👐 Continue oferecendo diferentes texturas para ele tocar.;🤲 Use tecidos diferentes para estimular o tato.;Deixe ele tocar tecidos macios e ásperos|Use diferentes texturas durante o banho|Faça carinho com objetos de texturas variadas;Se o bebê não reagir a nenhum tipo de toque ou textura, converse com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;communication;Seu bebê faz sons diferentes quando está feliz, chateado ou com fome?;Usar sons diferentes para sentimentos diferentes mostra que ele está aprendendo a se comunicar!;🎵 Que inteligente! Ele está aprendendo a expressar sentimentos!;🗣️ Continue observando e respondendo aos diferentes sons.;😊 Preste atenção nos sons para entender o que ele quer.;Responda diferente aos sons felizes e chateados|Imite os sons que ele faz em cada situação|Converse explicando o que ele pode estar sentindo;Se o bebê só chorar e nunca usar sons diferentes, fale com o pediatra.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;social_emotional;Seu bebê faz diferentes expressões faciais (surpresa, alegria, curiosidade)?;Fazer expressões diferentes mostra que ele está aprendendo a demonstrar sentimentos!;🎭 Que expressivo! Ele está mostrando sua personalidade!;😊 Continue fazendo caretas para estimular expressões.;🤗 Cada bebê se expressa no seu tempo e jeito.;Faça diferentes expressões faciais para ele|Imite as caretas que ele faz|Use espelhos para ele ver as próprias expressões;Se o bebê nunca mudar de expressão ou sempre parecer igual, observe mais.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;nutrition;Seu bebê tem horários mais previsíveis para mamar?;Ter horários mais organizados facilita a rotina e mostra que ele está se desenvolvendo!;⏰ Ótimo! Vocês estão criando uma rotina gostosa!;🍼 Continue observando os sinais de fome dele.;📝 Tente anotar os horários para ver se há um padrão.;Anote os horários das mamadas por alguns dias|Observe os sinais que ele dá quando está com fome|Tente oferecer nos mesmos horários;Se o bebê não quiser mamar ou recusar muito, procure orientação médica.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;baby_health;Seu bebê dorme melhor durante a noite (períodos mais longos)?;Dormir melhor à noite mostra que o ritmo do sono está se organizando!;😴 Que maravilha! Vocês estão conseguindo descansar melhor!;🌙 Continue criando uma rotina de sono gostosa.;💤 Alguns bebês demoram mais para dormir a noite toda.;Crie uma rotina calminha antes de dormir|Mantenha o quarto escuro e silencioso à noite|Durante o dia, deixe claro e com barulhos normais;Se o bebê não dormir nada durante a noite, pode precisar de ajuda para organizar o sono.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;maternal_self_care;Você está conseguindo fazer pelo menos uma refeição tranquila por dia?;Comer com tranquilidade ajuda você a ter energia e se sentir melhor!;🍽️ Muito bem! Você está se alimentando direito!;🥗 Continue tentando fazer pelo menos uma refeição calma.;⏰ Que tal pedir ajuda para ter momentos tranquilos para comer?;Peça ajuda para cuidar do bebê durante uma refeição|Prepare lanches saudáveis para comer rapidinho|Tenha sempre água por perto;Se você não conseguir se alimentar direito, peça ajuda urgente.
1-2 meses;1;2;Descobrindo o Mundo - Sorrisos e Primeiras Interações 😊💕;7;Semana 7 - Expressões e Descobertas! 🎭✨;Mais expressões faciais e descobertas sobre o mundo ao redor;Sétima semana de descobertas! 🔍;Seu bebê está cada vez mais expressivo! Agora ele mostra mais o que sente!;Explorador de Expressões 🎭🏆;Você está descobrindo todas as expressões do seu bebê!;Semana 3 de 4 - Ele está ficando cada vez mais interessante!;Desafio da Semana: Brincadeira de Imitação 🤹;Imite as expressões e sons do seu bebê para ver se ele tenta copiar você também!;Ele pode fazer diferentes expressões faciais|Começa a reagir diferente a pessoas conhecidas e estranhas|Pode tentar alcançar objetos com as mãos;Que evolução linda! 🦋;Cada dia seu bebê fica mais interessante e expressivo! Continue estimulando com amor!;Qual expressão do seu bebê te diverte mais?;O sorriso banguela 😊|Quando faz carinha séria 😐|Os olhinhos curiosos 👀|Quando 'conversa' 🗣️;Cada expressão é especial:;Seu bebê está aprendendo a se expressar através do seu amor e atenção. Que lindo trabalho você está fazendo!;maternal_health;Você se sente mais adaptada à rotina com o bebê?;Se sentir adaptada mostra que você está aprendendo e ganhando confiança!;💪 Incrível! Você está se tornando uma expert!;😊 A adaptação vem com o tempo. Você está indo bem!;🤗 É normal ainda estar se adaptando. Seja paciente consigo mesma!;Celebre as pequenas conquistas do dia a dia|Seja flexível com a rotina quando necessário|Confie no seu instinto maternal;Se você se sentir muito perdida ou ansiosa, procure apoio.
